lemma_id,lemma,sense_num,type,ipa,pos,gender,entry,entry_str,gloss
27636,útdyrr,\N,main,[uːtdyrː],n.,f.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span> = <span class=""ref"">útidyrr</span>.</div>",pl. = útidyrr.,pl. = útidyrr.
27637,úteitr,\N,main,[uːtɛitr],adj.,\N,"<div class=""oldnorse bodytext""><i>not gladsome</i>.</div>",not gladsome.,not gladsome
27638,útekinn,\N,main,[uːtɛkinː],pp.,\N,"<div class=""oldnorse bodytext""><i>not taken, unleased</i>.</div>","not taken, unleased.","not taken, unleased"
27639,útelgdr,\N,main,[uːtɛlɣdr],pp.,\N,"<div class=""oldnorse bodytext""><i>uncarved</i>.</div>",uncarved.,uncarved
27640,úteljanligr,\N,main,[uːtɛljanliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>innumerable</i> (þar verða úlig tákn).</div>",innumerable (þar verða úlig tákn).,innumerable
27641,útey,\N,main,[uːtɐy],n.,f.,"<div class=""oldnorse bodytext""><i>out-lying island</i>.</div>",out-lying island.,out-lying island
27642,úteygðr,\N,main,[uːtɐyɣðr],\N,\N,\N,\N,\N
27643,úteygr,\N,main,[uːtɐyɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>gogyle-eyed</i>.</div>",gogyle-eyed.,gogyle-eyed
27644,útfall,\N,main,[uːtfalː],n.,n.,"<div class=""oldnorse bodytext""><i>ebbing, ebb, reflux of the tide</i>.</div>","ebbing, ebb, reflux of the tide.","ebbing, ebb, reflux of the tide"
27645,útfarardrápa,\N,main,[uːtfarardraːpa],n.,f.,"<div class=""oldnorse bodytext""><i>a poem on a voyage to Palestine</i>.</div>",a poem on a voyage to Palestine.,a poem on a voyage to Palestine
27646,útfararleyfi,\N,main,[uːtfararlɐyvi],n.,n.,"<div class=""oldnorse bodytext""><i>the king’s leave to return to Iceland from Norway</i>.</div>",the king’s leave to return to Iceland from Norway.,the king’s leave to return to Iceland from Norway
27647,útfararsaga,\N,main,[uːtfararsaɣa],n.,f.,"<div class=""oldnorse bodytext""><i>a story of a voyage to Palestine</i>.</div>",a story of a voyage to Palestine.,a story of a voyage to Palestine
27648,útfararskip,\N,main,[uːtfararskip],n.,n.,"<div class=""oldnorse bodytext""><i>a ship for a voyage to Palestine</i>.</div>",a ship for a voyage to Palestine.,a ship for a voyage to Palestine
27649,útfarar-,\N,main,[uːtfarar],\N,\N,"<div class=""oldnorse bodytext""><span class=""p"">gen.</span> from <span class=""ref"">útför</span>.</div>",gen. from útför.,gen. from útför.
27650,útferð,\N,main,[uːtfɛrð],n.,f.,"<div class=""oldnorse bodytext""><i>a journey to a remote, outlying place</i>;</div>","a journey to a remote, outlying place;","a journey to a remote, outlying place"
27650,útferð,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>journey to Iceland</i>.</div>",journey to Iceland.,\N
27651,útferðarleyfi,\N,main,[uːtfɛrðarlɐyvi],n.,n.,"<div class=""oldnorse bodytext""><span class=""ref"">útfararleyfi</span>.</div>",útfararleyfi.,útfararleyfi.
27652,útferðarsaga,\N,main,[uːtfɛrðarsaɣa],n.,f.,"<div class=""oldnorse bodytext""><span class=""ref"">útfararsaga</span>.</div>",útfararsaga.,útfararsaga.
27653,útfirðir,\N,main,[uːtfirðir],n.,m.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>the outer fjords</i>.</div>",pl. the outer fjords.,the outer fjords
27654,útfiri,\N,main,[uːtfiri],n.,n.,"<div class=""oldnorse bodytext""><i>ebbing</i>.</div>",ebbing.,ebbing
27655,útfœri,\N,main,[uːtfœːri],n.,n.,"<div class=""oldnorse bodytext""><i>exfiedient</i>.</div>",exfiedient.,exfiedient
27656,útfœttr,\N,main,[uːtfœːtːr],adj.,\N,"<div class=""oldnorse bodytext""><i>splay-footed</i>, = <span class=""ref"">útskeifr</span>.</div>","splay-footed, = útskeifr.",splay-footed
27657,útför,\N,main,[uːtfœr],n.,f.,"<div class=""oldnorse bodytext"">= <span class=""ref"">útferð</span>;</div>",= útferð;,burial
27657,útför,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>burial</i> (var hennar ~ gör sœmilig eptir fornum sið).</div>",burial (var hennar ~ gör sœmilig eptir fornum sið).,\N
27658,útganga,\N,main,[uːtɣanɣa],n.,f.,"<div class=""oldnorse bodytext""><i>a going out</i> (from a house);</div>",a going out (from a house);,a going out
27658,útganga,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>passage</i>;</div>",passage;,\N
27658,útganga,X.3,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>payment, discharge</i>.</div>","payment, discharge.",\N
27659,útgangr,\N,main,[uːtɣanɣr],n.,m.,"<div class=""oldnorse bodytext""><i>a going out</i>;</div>",a going out;,a going out
27659,útgangr,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>passage</i>.</div>",passage.,\N
27660,útgarðar,\N,main,[uːtɣarðar],n.,m.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>the outer building</i>; fœra <span class=""p"">e-n</span> við útgarða, <i>to throw one to the wall</i>; fœra <span class=""p"">e-n</span> um útgarða, <i>to cast one out</i>.</div>","pl. the outer building; fœra e-n við útgarða, to throw one to the wall; fœra e-n um útgarða, to cast one out.",the outer building
27661,útgjald,\N,main,[uːtɣjald],n.,n.,"<div class=""oldnorse bodytext""><i>payment, discharge</i>;</div>","payment, discharge;","payment, discharge"
27661,útgjald,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>outlay, fine</i>.</div>","outlay, fine.",\N
27662,útgreizla,\N,main,[uːtɣrɛitsla],n.,f.,"<div class=""oldnorse bodytext""><i>discharge</i>.</div>",discharge.,discharge
27663,útgrunn,\N,main,[uːtɣrunː],n.,n.,"<div class=""oldnorse bodytext""><span class=""ref"">útgrynni</span>.</div>",útgrynni.,útgrynni.
27664,útgrunnr,\N,main,[uːtɣrunːr],adj.,\N,"<div class=""oldnorse bodytext""><i>shoaling gradually from the shore</i>.</div>",shoaling gradually from the shore.,shoaling gradually from the shore
27665,útgrynni,\N,main,[uːtɣrynːi],n.,n.,"<div class=""oldnorse bodytext""><i>shallowness stretching out from the shore</i> (sakir straums ok ~s).</div>",shallowness stretching out from the shore (sakir straums ok ~s).,shallowness stretching out from the shore
27666,útgönguleyfi,\N,main,[uːtɣœnɣulɐyvi],n.,n.,"<div class=""oldnorse bodytext""><i>leave to go out</i>.</div>",leave to go out.,leave to go out
27667,útgörð,\N,main,[uːtɣœrð],n.,f.,"<div class=""oldnorse bodytext""><i>outfitting</i>, of a war expedition.</div>","outfitting, of a war expedition.",outfitting
27668,úthaf,\N,main,[uːthav],n.,n.,"<div class=""oldnorse bodytext""><i>the out-sea, ocean</i>.</div>","the out-sea, ocean.","the out-sea, ocean"
27669,úthálfa,\N,main,[uːthaːlva],n.,f.,"<div class=""oldnorse bodytext""><i>outskirts</i>.</div>",outskirts.,outskirts
27670,útheimskr,\N,main,[uːthɛimskr],adj.,\N,"<div class=""oldnorse bodytext""><i>not foolish, intelligent</i>.</div>","not foolish, intelligent.","not foolish, intelligent"
27671,útheimta,\N,main,[uːthɛimta],n.,f.,"<div class=""oldnorse bodytext""><i>craving for payment</i>.</div>",craving for payment.,craving for payment
27672,úthelling,\N,main,[uːthɛlːinɣ],n.,f.,"<div class=""oldnorse bodytext""><i>outpouring, shedding</i> (~ blóðs).</div>","outpouring, shedding (~ blóðs).","outpouring, shedding"
27673,úthey,\N,main,[uːthɐy],n.,n.,"<div class=""oldnorse bodytext""><i>hay of the unmanured outfields</i>.</div>",hay of the unmanured outfields.,hay of the unmanured outfields
27674,úthlaða,\N,main,[uːthlaða],n.,f.,"<div class=""oldnorse bodytext""><i>outlying barn</i>.</div>",outlying barn.,outlying barn
27675,úthlaup,\N,main,[uːthlɒup],n.,n.,"<div class=""oldnorse bodytext""><i>raid, sally, excursion</i>.</div>","raid, sally, excursion.","raid, sally, excursion"
27676,úthlaupsmaðr,\N,main,[uːthlɒupsmaðr],n.,m.,"<div class=""oldnorse bodytext""><i>raider, pirate</i>.</div>","raider, pirate.","raider, pirate"
27677,úthlaupsskip,\N,main,[uːthlɒupsːkip],n.,n.,"<div class=""oldnorse bodytext""><i>pirate ship</i>.</div>",pirate ship.,pirate ship
27678,úthorn,\N,main,[uːthɔrn],n.,n.,"<div class=""oldnorse bodytext""><i>out-skirt, out-corner</i>.</div>","out-skirt, out-corner.","out-skirt, out-corner"
27679,úthverfr,\N,main,[uːthvɛrvr],adj.,\N,"<div class=""oldnorse bodytext""><i>turned inside out</i>.</div>",turned inside out.,turned inside out
27680,úthýsa,\N,main,[uːthyːsa],v.,\N,"<div class=""oldnorse bodytext"">(-ta, -t), <i>to deny shelter to a stranger</i>, with <span class=""p"">dat.</span></div>","(-ta, -t), to deny shelter to a stranger, with dat.",to deny shelter to a stranger
27681,úthýsi,\N,main,[uːthyːsi],n.,n.,"<div class=""oldnorse bodytext""><i>outlying house</i>.</div>",outlying house.,outlying house
27682,úthöfn,\N,main,[uːthœvn],n.,f.,"<div class=""oldnorse bodytext""><i>carrying out to Iceland</i>.</div>",carrying out to Iceland.,carrying out to Iceland
27683,úti,\N,main,[uːti],adv.,\N,"<div class=""oldnorse bodytext""><i>out, out-of-doors</i> (~ ok inni); liggja ~, <i>to lie in the open air, houseless</i>; byrgja ~, <i>to shut out</i>; verða ~, <i>to be lost, perish</i>, in a snowstorm or in a desert;</div>","out, out-of-doors (~ ok inni); liggja ~, to lie in the open air, houseless; byrgja ~, to shut out; verða ~, to be lost, perish, in a snowstorm or in a desert;","out, out-of-doors"
27683,úti,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>out at sea</i>; þeir vóru ~ þrjár vikur, <i>they were out three weeks</i>; drekka júl ~, <i>to hold Yule out at sea</i>; hafa her ~, <i>to have a fleet out</i>;</div>","out at sea; þeir vóru ~ þrjár vikur, they were out three weeks; drekka júl ~, to hold Yule out at sea; hafa her ~, to have a fleet out;",\N
27683,úti,X.3,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>at an end, over</i> (nú er ~ sá tími).</div>","at an end, over (nú er ~ sá tími).",\N
27684,útibúr,\N,main,[uːtibuːr],n.,n.,"<div class=""oldnorse bodytext""><i>out-house, store-house</i>.</div>","out-house, store-house.","out-house, store-house"
27685,útidyraumbúningr,\N,main,[uːtidyrɒumbuːninɣr],n.,m.,"<div class=""oldnorse bodytext""><i>fittings of the outer-door</i>.</div>",fittings of the outer-door.,fittings of the outer-door
27686,útidyrr,\N,main,[uːtidyrː],n.,f.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>outer door</i>.</div>",pl. outer door.,outer door
27687,útifé,\N,main,[uːtiveː],n.,n.,"<div class=""oldnorse bodytext""><i>cattle that graze outside</i> in the winter.</div>",cattle that graze outside in the winter.,cattle that graze outside
27688,útifugl,\N,main,[uːtivuɣl],n.,m.,"<div class=""oldnorse bodytext""><i>wild-fowl</i>, opp. to <span class=""ref"">alifugl</span>.</div>","wild-fowl, opp. to alifugl.",wild-fowl
27689,útigangr,\N,main,[uːtiɣanɣr],n.,m.,"<div class=""oldnorse bodytext""><i>grazing out</i> in the winter.</div>",grazing out in the winter.,grazing out
27690,útigangsjörð,\N,main,[uːtiɣanɣsjœrð],n.,f.,"<div class=""oldnorse bodytext""><i>land with good winter-grazing</i>.</div>",land with good winter-grazing.,land with good winter-grazing
27691,útiginn,\N,main,[uːtiɣinː],adj.,\N,"<div class=""oldnorse bodytext""><i>having no title</i>; ~ maðr, <i>commoner</i>.</div>","having no title; ~ maðr, commoner.",having no title
27692,útihurð,\N,main,[uːtihurð],n.,f.,"<div class=""oldnorse bodytext""><i>outer door</i>.</div>",outer door.,outer door
27693,útihús,\N,main,[uːtihuːs],n.,n.,"<div class=""oldnorse bodytext""><i>out-house</i>.</div>",out-house.,out-house
27694,útikamarr,\N,main,[uːtikamarː],n.,m.,"<div class=""oldnorse bodytext""><i>an outside privy</i>.</div>",an outside privy.,an outside privy
27695,útiklukka,\N,main,[uːtiklukːa],n.,f.,"<div class=""oldnorse bodytext""><i>outside bell</i>.</div>",outside bell.,outside bell
27696,útilega,\N,main,[uːtilɛɣa],n.,f.,"<div class=""oldnorse bodytext""><i>‘out-lying’</i>, of robbers or highwaymen; <i>piracy</i> (Eiríkr blóðøx var í útilegu ok í hernaði).</div>","‘out-lying’, of robbers or highwaymen; piracy (Eiríkr blóðøx var í útilegu ok í hernaði).",‘out-lying’
27697,útilegumaðr,\N,main,[uːtilɛɣumaðr],n.,m.,"<div class=""oldnorse bodytext""><i>highwayman, pirate</i>.</div>","highwayman, pirate.","highwayman, pirate"
27698,útileguvíkingr,\N,main,[uːtilɛɣuviːkinɣr],n.,m.,"<div class=""oldnorse bodytext""><i>pirate</i>.</div>",pirate.,pirate
27699,útilheyriligr,\N,main,[uːtilhɐyriliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>improper</i>.</div>",improper.,improper
27700,útili,\N,main,[uːtili],n.,m.,"<div class=""oldnorse bodytext""><i>mischance</i>.</div>",mischance.,mischance
27701,útillátsamr,\N,main,[uːtilːaːtsamr],adj.,\N,"<div class=""oldnorse bodytext""><i>un-yielding</i>.</div>",un-yielding.,un-yielding
27702,útiltœkiligr,\N,main,[uːtiltœːkiliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>inexpedient</i>.</div>",inexpedient.,inexpedient
27703,útiróðr,\N,main,[uːtiroːðr],n.,m.,"<div class=""oldnorse bodytext""><span class=""ref"">útróðr</span>.</div>",útróðr.,útróðr.
27704,útiseta,\N,main,[uːtisɛta],n.,f.,"<div class=""oldnorse bodytext""><i>a sitting out</i> in the open air, <span class=""p"">esp.</span> of wizards for the practice of sorcery.</div>","a sitting out in the open air, esp. of wizards for the practice of sorcery.",a sitting out
27705,útisetumaðr,\N,main,[uːtisɛtumaðr],n.,m.,"<div class=""oldnorse bodytext""><i>wizard</i> (sitting out at night).</div>",wizard (sitting out at night).,wizard
27706,útiskemma,\N,main,[uːtiskɛmːa],n.,f.,"<div class=""oldnorse bodytext""><i>an outlying, detached house</i>.</div>","an outlying, detached house.","an outlying, detached house"
27707,útivist,\N,main,[uːtivist],n.,f.,"<div class=""oldnorse bodytext""><i>a being out at sea</i>; hafa ~ langa, <i>a long voyage</i>.</div>","a being out at sea; hafa ~ langa, a long voyage.",a being out at sea
27708,útíðr,\N,main,[uːtiːðr],adj.,\N,"<div class=""oldnorse bodytext""><i>rare, infrequent</i>.</div>","rare, infrequent.","rare, infrequent"
27709,útímadagr,\N,main,[uːtiːmadaɣr],n.,m.,"<div class=""oldnorse bodytext""><i>day of misfortune, evil day</i> (þetta er ~).</div>","day of misfortune, evil day (þetta er ~).","day of misfortune, evil day"
27710,útími,\N,main,[uːtiːmi],n.,m.,"<div class=""oldnorse bodytext""><i>evil time, misfortune, affliction</i> (útímar ok úgæfur).</div>","evil time, misfortune, affliction (útímar ok úgæfur).","evil time, misfortune, affliction"
27711,útírligr,\N,main,[uːtiːrliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>unsightly, wretched</i>.</div>","unsightly, wretched.","unsightly, wretched"
27712,útjörð,\N,main,[uːtjœrð],\N,\N,"<div class=""oldnorse bodytext""><i>outlying estate</i>.</div>",outlying estate.,outlying estate
27713,útkastali,\N,main,[uːtkastali],n.,m.,"<div class=""oldnorse bodytext""><span class=""ref"">útborg</span>.</div>",útborg.,útborg.
27714,útkirkja,\N,main,[uːtkirkja],n.,f.,"<div class=""oldnorse bodytext""><i>outlying church</i>.</div>",outlying church.,outlying church
27715,útkoma,\N,main,[uːtkɔma],\N,\N,\N,\N,\N
27716,útkváma,\N,main,[uːtkvaːma],n.,f.,"<div class=""oldnorse bodytext""><i>coming out</i>;</div>",coming out;,coming out
27716,útkváma,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>arrival in Iceland</i>.</div>",arrival in Iceland.,\N
27717,útkvæmt,\N,main,[uːtkvɛːmt],adj.,\N,"<div class=""oldnorse bodytext""><span class=""p"">n.</span>, eiga ~, <i>to be permitted to return to Iceland</i>.</div>","n., eiga ~, to be permitted to return to Iceland.",to be permitted to return to Iceland
27718,útlaga,[1],main,[uːtlaɣa],adj.,\N,"<div class=""oldnorse bodytext"" style=""margin-left=50px""><span class=""p"">indecl.</span><i>outlawed, banished</i>.</div>","indecl. outlawed, banished.","outlawed, banished"
27718,útlaga,[2],main,[uːtlaɣa],v.,\N,"<div class=""oldnorse bodytext"" style=""margin-left=50px"">(að), <i>to deprive one of his possessions</i> (~ en af sínu gózi);</div><div class=""oldnorse bodytext"" style=""margin-left=100px""><span class=""p"">refl.</span>, ~st, <i>to be fined</i>.</div>","(að), to deprive one of his possessions (~ en af sínu gózi);\nrefl., ~st, to be fined.",to deprive one of his possessions
27719,útlagðr,\N,main,[uːtlaɣðr],pp.,\N,"<div class=""oldnorse bodytext""><i>outlawed, banished</i>.</div>","outlawed, banished.","outlawed, banished"
27720,útlagr,[1],main,[uːtlaɣr],n.,m.,"<div class=""oldnorse bodytext"" style=""margin-left=50px""><i>outlaw</i>.</div>",outlaw.,outlaw
27720,útlagr,[2],main,[uːtlaɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>outlawed, banished</i>;</div>","outlawed, banished;","outlawed, banished"
27720,útlagr,[2].X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>having, to pay a fine, fined</i>, with the fine in <span class=""p"">dat.</span> (verða ~ um <span class=""p"">e-t</span>, þrem mörkum);</div>","having, to pay a fine, fined, with the fine in dat. (verða ~ um e-t, þrem mörkum);",\N
27720,útlagr,[2].X.3,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>forfeited</i> (þá eru búðirnar útlagar við þann, er landit á).</div>","forfeited (þá eru búðirnar útlagar við þann, er landit á).",\N
27721,útlausn,\N,main,[uːtlɒusn],n.,f.,"<div class=""oldnorse bodytext""><i>redemption, from captivity</i>;</div>","redemption, from captivity;","redemption, from captivity"
27721,útlausn,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>ransom</i> (bjóda Helju ~, ef hón vill láta fara Baldr heim í Asgarð);</div>","ransom (bjóda Helju ~, ef hón vill láta fara Baldr heim í Asgarð);",\N
27721,útlausn,X.3,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>dismissal of guests</i> (vóru ok gjafir stórar at ~um).</div>",dismissal of guests (vóru ok gjafir stórar at ~um).,\N
27722,útlát,\N,main,[uːtlaːt],n.,n.,"<div class=""oldnorse bodytext""><i>putting out to sea</i> (þar var Englandsfar albúit til ~s);</div>",putting out to sea (þar var Englandsfar albúit til ~s);,putting out to sea
27722,útlát,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>outlays</i>.</div>",pl. outlays.,\N
27723,útlegð,\N,main,[uːtlɛɣð],n.,f.,"<div class=""oldnorse bodytext""><i>banishment, exile</i> (reka <span class=""p"">e-n</span> í ~);</div>","banishment, exile (reka e-n í ~);","banishment, exile"
27723,útlegð,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>fine</i> (þriggja marka ~).</div>",fine (þriggja marka ~).,\N
27724,útlegðarmaðr,\N,main,[uːtlɛɣðarmaðr],n.,m.,"<div class=""oldnorse bodytext""><i>exile</i>.</div>",exile.,exile
27725,útlegðarsök,\N,main,[uːtlɛɣðarsœk],n.,f.,"<div class=""oldnorse bodytext""><i>fixable case</i>.</div>",fixable case.,fixable case
27726,útlegðartími,\N,main,[uːtlɛɣðartiːmi],n.,m.,"<div class=""oldnorse bodytext""><i>time of exile</i>.</div>",time of exile.,time of exile
