index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription,book_num,chapter_num,line_num
15,328,inuiolatumque,verb,inuiolo,inuiolat,xcomp,16,"{Aspect: [perfective], Case: [nominative], Gender: [neuter], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['in', 'u', 'io', 'la', 'tum', 'que']",[ɪn̪ʊjjɔlat̪ʊmkʷɛ],2,\N,P4
16,328,seruatur,verb,seruo,serua,acl:relcl,10,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['se', 'ru', 'a', 'tur']",[sɛrʊjat̪ʊr],2,\N,P4
17,328,",",punctuation,",",",",punct,18,\N,\N,"[',']",\N,2,\N,P4
18,328,poterisne,verb,possum,poterisn,advcl,9,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['po', 'te', 'ris', 'ne']",[pɔt̪ɛrɪsn̪ɛ],2,\N,P4
19,328,meliora,adjective,bonus,melior,obj,21,"{Case: [accusative], Degree: [comparative], Gender: [neuter], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['me', 'li', 'o', 'ra']",[mɛlɪ̣jɔra],2,\N,P4
20,328,quaeque,determiner,quisque,quaeque,obj,21,"{Case: [accusative], <class 'NoneType'>: [None], Gender: [neuter], InflClass: [lat_pron], Number: [plural], PronominalType: [total]}","{F: [pos], N: [pos], V: [neg]}","['quae', 'que']",[kʷajkʷɛ],2,\N,P4
21,328,retinens,verb,retineo,retine,advcl,18,"{Aspect: [imperfective], Case: [nominative], Gender: [neuter], InflClass: [lat_e, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'ti', 'nens']",[rɛt̪ɪn̪eːn̪s],2,\N,P4
22,328,de,adposition,de,de,case,23,\N,"{F: [pos], N: [neg], V: [neg]}",['de'],[d̪ɛ],2,\N,P4
23,328,infortunio,noun,infortunium,infortuni,obl,25,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['in', 'for', 'tu', 'ni', 'o']",[iːn̪fɔrt̪ʊn̪ɪ̣jɔ],2,\N,P4
24,328,iure,noun,ius,iur,obl,25,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['iu', 're']",[jʊrɛ],2,\N,P4
25,328,causari,verb,causo,causar,xcomp,18,"{Aspect: [imperfective], InflClass: [lat_a], VerbForm: [infinitive], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['cau', 'sa', 'ri']",[kawsarɪ],2,\N,P4
26,328,?,punctuation,?,?,punct,9,\N,\N,['?'],\N,2,\N,P4
0,329,atqui,particle,atqui,atqu,discourse,1,{Polarity: [neg]},{F: [pos]},"['at', 'qui']",[at̪kʷɪ],2,\N,P4
1,329,uiget,verb,uigeo,uige,root,-1,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['u', 'i', 'get']",[wɪgɛt̪],2,\N,P4
2,329,incolumis,adjective,incolum,incolum,amod,3,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['in', 'co', 'lu', 'mis']",[ɪŋkɔlʊmɪs],2,\N,P4
3,329,illud,determiner,ille,ill,nsubj,1,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['il', 'lud']",[ɪɫlʊd̪],2,\N,P4
4,329,pretiosissimum,adjective,pretuosus,pretiosissim,amod,3,"{Case: [nominative], Degree: [absolute_superlative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['pre', 'ti', 'o', 'sis', 'si', 'mum']",[prɛt̪ɪ̣jɔsɪssɪmũː],2,\N,P4
5,329,generis,noun,genus,gener,nmod,7,"{Case: [genitive], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ge', 'ne', 'ris']",[gɛn̪ɛrɪs],2,\N,P4
6,329,humani,adjective,humanus,human,amod,5,"{Case: [genitive], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['hu', 'ma', 'ni']",[hʊman̪ɪ],2,\N,P4
7,329,decus,noun,decus,dec,nsubj,1,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['de', 'cus']",[d̪ɛkʊs],2,\N,P4
8,329,Symmachus,proper_noun,Symmachus,Symmach,flat,7,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], NameType: [person_given_name], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['sym', 'mac', 'hus']",[symmakʰʊs],2,\N,P4
9,329,socer,noun,socer,soce,flat,7,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['so', 'cer']",[sɔkɛr],2,\N,P4
10,329,et,coordinating_conjunction,et,et,cc,17,\N,{F: [pos]},['et'],[ɛt̪],2,\N,P4
11,329,",",punctuation,",",",",punct,10,\N,\N,"[',']",\N,2,\N,P4
12,329,quod,subordinating_conjunction,quod,quod,mark,17,\N,{F: [pos]},['quod'],[kʷɔd̪],2,\N,P4
13,329,uitae,noun,uita,uit,nmod,14,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['u', 'i', 'tae']",[wɪt̪aj],2,\N,P4
14,329,pretio,noun,pretium,preti,obl,17,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pre', 'ti', 'o']",[prɛt̪ɪ̣jɔ],2,\N,P4
15,329,non,particle,non,non,advmod:neg,17,{Polarity: [neg]},{F: [pos]},['non'],[n̪ɔn̪],2,\N,P4
16,329,segnis,noun,segnum,segn,nsubj,17,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['seg', 'nis']",[sɛŋn̪ɪs],2,\N,P4
17,329,emeres,verb,emeo,emer,conj,1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['e', 'me', 'res']",[ɛmɛrɛs],2,\N,P4
18,329,",",punctuation,",",",",punct,19,\N,\N,"[',']",\N,2,\N,P4
19,329,uir,noun,uir,ui,conj,17,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['u', 'ir']",[wɪr],2,\N,P4
20,329,totus,determiner,totus,tot,det,19,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [total]}","{F: [pos], N: [pos], V: [neg]}","['to', 'tus']",[t̪ɔt̪ʊs],2,\N,P4
21,329,ex,adposition,ex,ex,case,22,\N,"{F: [pos], N: [neg], V: [neg]}",['ex'],[ɛks],2,\N,P4
22,329,sapientia,noun,sapientia,sapient,obl,24,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['sa', 'pi', 'en', 'ti', 'a']",[sapɪ̣jɛn̪t̪ɪ̣ja],2,\N,P4
23,329,uirtutibusque,noun,uirtus,uirtut,obl,24,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['u', 'ir', 'tu', 'ti', 'bus', 'que']",[wɪrt̪ʊt̪ɪbʊskʷɛ],2,\N,P4
24,329,factus,verb,facio,fact,conj,17,"{Aspect: [perfective], Case: [nominative], Gender: [masculine], InflClass: [lat_i2, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['fac', 'tus']",[fakt̪ʊs],2,\N,P4
25,329,:,punctuation,:,:,punct,1,\N,\N,[':'],\N,2,\N,P4
0,330,suarum,determiner,suus,suar,det,1,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural], Person: [psor], Possessive: [pos], PronominalType: [personal], Reflexive: [pos]}","{F: [pos], N: [pos], V: [neg]}","['su', 'a', 'rum']",[sʊjarũː],2,\N,P4
1,330,securus,adjective,securus,secur,nsubj,3,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['se', 'cu', 'rus']",[sɛkʊrʊs],2,\N,P4
2,330,tuis,determiner,tuus,tu,det,1,"{Case: [dative], Gender: [feminine], InflClass: [ind_eur_o], Number: [plural, psor], Person: [psor], Possessive: [pos], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['tu', 'is']",[t̪ujs],2,\N,P4
3,330,ingemescit,verb,ingemesco,ingemesci,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'ge', 'mes', 'cit']",[ɪŋgɛmɛskɪt̪],2,\N,P4
4,330,iniuriis,adjective,iniurius,iniuri,obl:arg,3,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['in', 'iu', 'ri', 'is']",[ɪn̪ɪ̣jʊrɪ̣jɪs],2,\N,P4
5,330,.,punctuation,.,.,punct,3,\N,\N,['.'],\N,2,\N,P4
0,331,uiuit,verb,uiuo,uiui,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['u', 'iu', 'it']",[wɪ̣jujt̪],2,\N,P4
1,331,uxor,noun,uxor,uxo,nsubj,0,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['u', 'xor']",[ʊksɔr],2,\N,P4
2,331,ingenio,noun,ingenium,ingeni,obl,0,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['in', 'ge', 'ni', 'o']",[ɪŋgɛn̪ɪ̣jɔ],2,\N,P4
3,331,modesta,adjective,modestus,modest,amod,1,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['mo', 'des', 'ta']",[mɔd̪ɛst̪a],2,\N,P4
4,331,",",punctuation,",",",",punct,7,\N,\N,"[',']",\N,2,\N,P4
5,331,pudicitia,noun,pudicitia,pudicit,obl:arg,7,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pu', 'di', 'ci', 'ti', 'a']",[pʊd̪ɪkɪt̪ɪ̣ja],2,\N,P4
6,331,pudore,noun,pudor,pudor,obl:arg,7,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pu', 'do', 're']",[pʊd̪ɔrɛ],2,\N,P4
7,331,praecellens,verb,praecello,praecelle,advcl,0,"{Aspect: [imperfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['prae', 'cel', 'lens']",[prajkɛɫɫeːn̪s],2,\N,P4
8,331,et,coordinating_conjunction,et,et,cc,15,\N,{F: [pos]},['et'],[ɛt̪],2,\N,P4
9,331,",",punctuation,",",",",punct,8,\N,\N,"[',']",\N,2,\N,P4
10,331,ut,subordinating_conjunction,ut,ut,mark,15,{PronominalType: [relative]},{F: [pos]},['ut'],[ʊt̪],2,\N,P4
11,331,omnes,determiner,omnis,omn,det,13,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [plural], PronominalType: [total]}","{F: [pos], N: [pos], V: [neg]}","['om', 'nes']",[ɔmn̪ɛs],2,\N,P4
12,331,eius,pronoun,is,e,nmod,13,"{Case: [genitive], Gender: [masculine], InflClass: [lat_pron], Number: [singular], Person: [third], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['eius'],[ejʊs],2,\N,P4
13,331,dotes,noun,dos,dot,nsubj,15,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['do', 'tes']",[d̪ɔt̪ɛs],2,\N,P4
14,331,breuiter,adverb,breuiter,breuite,advmod,15,\N,"{F: [neg], N: [pos], V: [pos]}","['breu', 'i', 'ter']",[brewɪt̪ɛr],2,\N,P4
15,331,includam,verb,includo,includ,conj,0,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [first], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'clu', 'dam']",[ɪŋklʊd̪ãː],2,\N,P4
16,331,",",punctuation,",",",",punct,18,\N,\N,"[',']",\N,2,\N,P4
17,331,patri,noun,pater,patr,nmod,18,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'tri']",[pat̪rɪ],2,\N,P4
18,331,similis,adjective,similis,simil,conj,15,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['si', 'mi', 'lis']",[sɪmɪlɪs],2,\N,P4
19,331,;,punctuation,;,;,punct,0,\N,\N,[';'],\N,2,\N,P4
0,332,uiuit,verb,uiuo,uiui,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['u', 'iu', 'it']",[wɪ̣jujt̪],2,\N,P4
1,332,",",punctuation,",",",",punct,2,\N,\N,"[',']",\N,2,\N,P4
2,332,inquam,verb,inquam,inqu,conj,0,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'quam']",[ɪŋkʷãː],2,\N,P4
3,332,",",punctuation,",",",",punct,10,\N,\N,"[',']",\N,2,\N,P4
4,332,tibique,pronoun,tu,tib,nsubj,10,"{Case: [nominative], InflClass: [lat_anom], Number: [singular], Person: [second], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['ti', 'bi', 'que']",[t̪ɪbɪkʷɛ],2,\N,P4
5,332,tantum,adverb,tantum,tant,advmod,10,"{Numeral: [cardinal], PronominalType: [demonstrative]}","{F: [neg], N: [pos], V: [pos]}","['tan', 'tum']",[t̪an̪t̪ũː],2,\N,P4
6,332,uitae,noun,uita,uit,nmod,4,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['u', 'i', 'tae']",[wɪt̪aj],2,\N,P4
7,332,huius,determiner,hic,hu,det,6,"{Case: [genitive], Gender: [feminine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['hui', 'us']",[hʊjjʊs],2,\N,P4
8,332,exosa,adjective,exosus,exos,amod,9,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['ex', 'o', 'sa']",[ɛksɔsa],2,\N,P4
9,332,spiritum,noun,spiritus,spirit,obj,10,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['spi', 'ri', 'tum']",[spɪrɪt̪ũː],2,\N,P4
10,332,seruat,verb,seruo,serua,conj,0,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['se', 'ru', 'at']",[sɛrʊjat̪],2,\N,P4
11,332,",",punctuation,",",",",punct,15,\N,\N,"[',']",\N,2,\N,P4
12,332,quoque,adverb,quoque,quoque,advmod,15,\N,"{F: [neg], N: [pos], V: [pos]}","['quo', 'que']",[kʷɔkʷɛ],2,\N,P4
13,332,uno,determiner,unus,un,det,14,"{Case: [ablative], Gender: [neuter], InflClass: [lat_pron], Numeral: [cardinal], NumValue: [pos], Number: [singular], PronominalType: [indefinite]}","{F: [pos], N: [pos], V: [neg]}","['u', 'no']",[ʊn̪ɔ],2,\N,P4
14,332,felicitatem,noun,felicitas,felicitat,obj,15,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fe', 'li', 'ci', 'ta', 'tem']",[fɛlɪkɪt̪at̪ẽː],2,\N,P4
15,332,minui,verb,minuo,minu,conj,10,"{Aspect: [perfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [first], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['mi', 'nu', 'i']",[mɪn̪uj],2,\N,P4
16,332,tuam,determiner,tuus,tu,det,14,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular, psor], Person: [psor], Possessive: [pos], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['tu', 'am']",[t̪ʊjãː],2,\N,P4
17,332,uel,coordinating_conjunction,uel,uel,cc,19,\N,{F: [pos]},"['u', 'el']",[wɛɫ],2,\N,P4
18,332,ipsa,determiner,ipse,ips,obj,19,"{Case: [accusative], Form: [pos], Gender: [feminine], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['ip', 'sa']",[ɪpsa],2,\N,P4
19,332,concesserim,verb,concido,concesseri,conj,15,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['con', 'ces', 'se', 'rim']",[kɔŋkɛssɛrĩː],2,\N,P4
20,332,",",punctuation,",",",",punct,26,\N,\N,"[',']",\N,2,\N,P4
21,332,tui,determiner,tuus,tu,det,22,"{Case: [genitive], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular, psor], Person: [psor], Possessive: [pos], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['tu', 'i']",[t̪uj],2,\N,P4
22,332,desiderio,noun,desiderium,desideri,obl,26,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['de', 'si', 'de', 'ri', 'o']",[d̪ɛsɪd̪ɛrɪ̣jɔ],2,\N,P4
23,332,lacrimis,noun,lacrima,lacrim,obl,26,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['la', 'cri', 'mis']",[lakrɪmɪs],2,\N,P4
24,332,ac,coordinating_conjunction,atque,ac,cc,25,\N,{F: [pos]},['ac'],[ak],2,\N,P4
25,332,dolore,noun,dolor,dolor,conj,23,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['do', 'lo', 're']",[d̪ɔlɔrɛ],2,\N,P4
26,332,tabescit,verb,tabeo,tabesci,conj,0,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ta', 'bes', 'cit']",[t̪abɛskɪt̪],2,\N,P4
27,332,.,punctuation,.,.,punct,0,\N,\N,['.'],\N,2,\N,P4
0,333,quid,pronoun,quis,quid,obj,1,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [interrogative]}","{F: [pos], N: [pos], V: [neg]}",['quid'],[kʷɪd̪],2,\N,P4
1,333,dicam,verb,dico,dic,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['di', 'cam']",[d̪ɪkãː],2,\N,P4
2,333,liberos,noun,liber,liber,obj,1,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['li', 'be', 'ros']",[lɪbɛrɔs],2,\N,P4
3,333,consulares,adjective,consularis,consular,amod,2,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['con', 'su', 'la', 'res']",[kɔːn̪sʊlarɛs],2,\N,P4
4,333,",",punctuation,",",",",punct,17,\N,\N,"[',']",\N,2,\N,P4
5,333,quorum,pronoun,qui,quor,nmod,2,"{Case: [genitive], Gender: [masculine], InflClass: [lat_pron], Number: [plural], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}","['quo', 'rum']",[kʷɔrũː],2,\N,P4
6,333,iam,adverb,iam,iam,advmod:emph,17,{AdverbialType: [time]},"{F: [neg], N: [pos], V: [pos]}",['iam'],[jãː],2,\N,P4
7,333,ut,subordinating_conjunction,ut,ut,mark,17,{PronominalType: [relative]},{F: [pos]},['ut'],[ʊt̪],2,\N,P4
8,333,in,adposition,in,in,case,9,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪],2,\N,P4
9,333,id,pronoun,is,id,obl,17,"{Case: [accusative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], Person: [third], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['id'],[ɪd̪],2,\N,P4
10,333,aetatis,noun,aetas,aetat,nmod,9,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ae', 'ta', 'tis']",[ajt̪at̪ɪs],2,\N,P4
11,333,pueris,noun,puer,puer,obl:arg,17,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['pu', 'e', 'ris']",[pʊjɛrɪs],2,\N,P4
12,333,uel,coordinating_conjunction,uel,uel,cc,13,\N,{F: [pos]},"['u', 'el']",[wɛɫ],2,\N,P4
13,333,paterni,noun,pater,patern,conj,11,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'ter', 'ni']",[pat̪ɛrn̪ɪ],2,\N,P4
14,333,uel,coordinating_conjunction,uel,uel,cc,15,\N,{F: [pos]},"['u', 'el']",[wɛɫ],2,\N,P4
15,333,auiti,noun,auitus,auit,nmod,16,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['au', 'i', 'ti']",[awɪt̪ɪ],2,\N,P4
16,333,specimen,noun,specimen,specimen,xcomp,17,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['spe', 'ci', 'men']",[spɛkɪmɛn̪],2,\N,P4
